gene	core	inter	rare	total_presence	truncation_assignments	gene_class	label	fill	means
group_3052**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3053***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3054***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3055******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3066***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3067***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3068*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3069****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3070*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3071*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2016**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2031****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_637*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.12
group_2755******	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2272****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2294**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2296******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_199***	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.2
group_2298****	0	0	2	2	secondary variant (short)	Rare	2/47	Multi-cluster rare	0.02275482
group_453***	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.08
group_989	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.16
group_433*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.12
group_187***	0	0	1	1	short variant	Rare	1/47	Cluster specific rare	0.12
group_2305***	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_51*****	0	1	0	1	secondary variant (long)	Intermediate	1/47	Cluster specific intermediate	0.2
group_1984***	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.16
group_2337***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2248**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2250****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_604*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_1766***	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_1767****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1768*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_1777**********	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_615*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.08
group_1883****	0	0	1	1	short variant	Rare	1/47	Cluster specific rare	0.04
group_2833	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1903*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1977*****	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_1978*****	0	0	1	1	secondary variant (long)	Rare	1/47	Cluster specific rare	0.04
group_462***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.08
group_634**	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.08
umuC_3**	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.08
group_2004*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3178**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3179****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3180	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3181*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3182***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3183*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3184********	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3185***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3186*******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3187******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3188**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3189	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3190*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3191****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3192*******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3193*******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3194************	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3195****************	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3196*******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3197********	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3198**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3199***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3200***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3201******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3202**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3203***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3204*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3205***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3206**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3207******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3208**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3209*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3210*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3211*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3212******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3213****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3214*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3215*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3216*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3217*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3218******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3219***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3220**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3221**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3222****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3248*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3250**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
asnB_1	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3279***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3290****	0	0	1	1	long variant	Rare	1/47	Cluster specific rare	0.04
group_3293******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3296*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3300******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3301****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3302***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3303*****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3304*********	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3305***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3306****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2757***	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04
group_2057***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2710**********	0	0	2	2	normal	Rare	2/47	Multi-cluster rare	0.02826446
gpFI_1****	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.1353846
group_2076*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2077**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2078****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2152**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_457****	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.08
traI_1****	0	0	2	2	normal	Rare	2/47	Multi-cluster rare	0.02806452
group_2190**	0	0	2	2	common variant (short)	Rare	2/47	Multi-cluster rare	0.02917431
group_2222*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2223**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2224***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2227*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
pdxY_2	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
mtr_2	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
tpl	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_2247********	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1370***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1383	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1384*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1433***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1020***	0	0	1	1	secondary variant (long)	Rare	1/47	Cluster specific rare	0.04
group_1091*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1093	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_1094**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04
group_3759********	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.9134615
group_2890*	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
group_1513*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9807692
cysB_1*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yfcO*************	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yfcP*********	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yfcQ**********	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yfcR********	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yfcS*****	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
group_2532*****	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
group_894**	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_8657	1	0	0	1	normal	Core	1/47	Cluster specific core	1
pemK**	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_3573**	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
group_1061**	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9519231
group_8578****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_476*	0	1	0	1	short variant	Intermediate	1/47	Cluster specific intermediate	0.8173077
group_3003******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.7884615
group_7975***	2	0	0	2	normal	Core	2/47	Multi-cluster core	1
group_8682*	2	0	0	2	common variant (long)	Core	2/47	Multi-cluster core	1
prn*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_21*********	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9807692
group_2929****	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
yhbX_1*	1	0	0	1	short variant	Core	1/47	Cluster specific core	0.9903846
group_8600*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
nodD2	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_7791***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
patB***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
malX_1	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yhaV_1*	2	0	0	2	secondary variant (short)	Core	2/47	Multi-cluster core	1
yhaV_2*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_883*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.7211538
hflC_1*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
ynfF_2**	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
hsdM******	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.6826923
sorC_1****	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_3496**	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9519231
group_8664**	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_2025*******	1	0	0	1	normal	Core	1/47	Cluster specific core	1
phnM*	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
group_182**	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
group_1217******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.8269231
group_3987******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.5865385
group_7654**	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_1582***	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.9423077
group_3028****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.8942308
pgaB_2**	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9807692
pgaB_1	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9807692
group_96*	0	1	1	2	secondary variant (short)	Varied	2/47	Intermediate and rare	0.5247253
group_961***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_7163***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_962*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_7549***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_1936*	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
group_7135***	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
gadX_2*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
hcpA_2***	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_3938**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.4615385
group_1212**	1	1	0	2	normal	Varied	2/47	Core and intermediate	0.5748626
group_199****	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9711538
group_2151**	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_8062*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_4346****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.5769231
ampC_1***	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_149*****	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
group_553**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.9134615
group_93*	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
group_3441***	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
yadM********	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yadL****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_8163**	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_7650******	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_1052*****	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9807692
yehB_2***	1	0	0	1	secondary variant (long)	Core	1/47	Cluster specific core	1
group_3439*******	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.8653846
group_1466**	0	1	1	2	normal	Varied	2/47	Intermediate and rare	0.4415954
tap_1	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9903846
tap_2	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9903846
flhE*	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
group_3732***	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
group_4016*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.8846154
group_332	1	0	0	1	secondary variant (long)	Core	1/47	Cluster specific core	0.9807692
group_3902*****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.7115385
group_3901*****	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.7211538
group_3900**	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.8942308
group_2384**	0	1	0	1	long variant	Intermediate	1/47	Cluster specific intermediate	0.9423077
feaB_1*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
feaR_2	1	0	0	1	normal	Core	1/47	Cluster specific core	1
feaR_1	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9711538
ycjY_2***	1	1	0	2	secondary variant (short)	Varied	2/47	Core and intermediate	0.8292683
group_2920*****	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9519231
group_440	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9519231
group_50****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_8209****	1	0	0	1	normal	Core	1/47	Cluster specific core	1
group_148******	0	1	0	1	secondary variant (short)	Intermediate	1/47	Cluster specific intermediate	0.9423077
chbC_1*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9903846
group_3808*****	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9903846
caiA_2*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_3320*****	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
group_1808	1	0	0	1	normal	Core	1/47	Cluster specific core	1
potH_1	1	0	0	1	normal	Core	1/47	Cluster specific core	1
potH_2	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9903846
group_250**	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
group_577***	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
group_1042*	1	0	0	1	normal	Core	1/47	Cluster specific core	1
yfgJ***	1	0	0	1	normal	Core	1/47	Cluster specific core	1
kgtP_2*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9903846
group_2411***	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
group_3331****	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
group_3332**	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
group_3333*	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
group_526**	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
group_922*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.9326923
vgrG1_1********	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.9134615
group_1837****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.8365385
group_923****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.8269231
group_3334****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.8365385
group_1287*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.2884615
group_3180*	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9807692
scpA_1***	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9903846
edcC_1*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_1649**	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_8246*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_16********	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9711538
group_703*	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.6538462
neuC***	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.8076923
neuA****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.8942308
legI**	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.8846154
epsM**	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9903846
group_488*	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
group_1035*	1	0	0	1	normal	Core	1/47	Cluster specific core	0.9711538
group_2091	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9711538
icsA_2****	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	0.9903846
hipA****	0	1	0	1	normal	Intermediate	1/47	Cluster specific intermediate	0.9230769
group_1709**	1	0	0	1	secondary variant (short)	Core	1/47	Cluster specific core	1
